periode_data,tanggal,stasiun,pm10,so2,co,o3,no2,max,critical,categori
201801,2018-01-27,DKI5 (Kebon Jeruk) Jakarta Barat,19,44,16,63,2,63,O3,SEDANG
201801,2018-01-28,DKI5 (Kebon Jeruk) Jakarta Barat,29,43,20,45,3,45,O3,BAIK
201801,2018-01-29,DKI5 (Kebon Jeruk) Jakarta Barat,16,41,18,39,2,41,SO2,BAIK
201801,2018-01-30,DKI5 (Kebon Jeruk) Jakarta Barat,17,41,22,41,2,41,SO2,BAIK
201801,2018-01-31,DKI5 (Kebon Jeruk) Jakarta Barat,16,42,21,58,1,58,O3,SEDANG
201802,2018-02-01,DKI1 (Bunderan HI),44,21,19,31,3,44,PM10,BAIK
201802,2018-02-02,DKI1 (Bunderan HI),46,23,26,30,4,46,PM10,BAIK
201802,2018-02-03,DKI1 (Bunderan HI),18,21,19,27,3,27,O3,BAIK
201802,2018-02-04,DKI1 (Bunderan HI),22,20,16,27,2,27,O3,BAIK
201802,2018-02-05,DKI1 (Bunderan HI),31,19,19,27,3,31,PM10,BAIK
201802,2018-02-06,DKI1 (Bunderan HI),24,21,35,31,5,35,CO,BAIK
201802,2018-02-07,DKI1 (Bunderan HI),,,,,,,,TIDAK ADA DATA
201802,2018-02-08,DKI1 (Bunderan HI),,,,,,,,TIDAK ADA DATA
201802,2018-02-09,DKI1 (Bunderan HI),28,23,38,29,3,38,CO,BAIK
201802,2018-02-10,DKI1 (Bunderan HI),13,24,26,,4,26,CO,BAIK
201802,2018-02-11,DKI1 (Bunderan HI),24,25,19,30,3,30,O3,BAIK
201802,2018-02-12,DKI1 (Bunderan HI),15,20,21,43,3,43,O3,BAIK
201802,2018-02-13,DKI1 (Bunderan HI),41,21,22,40,5,41,PM10,BAIK
201802,2018-02-14,DKI1 (Bunderan HI),37,21,25,36,6,37,PM10,BAIK
201802,2018-02-15,DKI1 (Bunderan HI),21,22,32,25,5,32,CO,BAIK
201802,2018-02-16,DKI1 (Bunderan HI),20,22,23,42,3,42,O3,BAIK
201802,2018-02-17,DKI1 (Bunderan HI),13,22,17,24,3,24,O3,BAIK
201802,2018-02-18,DKI1 (Bunderan HI),29,22,19,40,3,40,O3,BAIK
201802,2018-02-19,DKI1 (Bunderan HI),19,21,20,34,3,34,O3,BAIK
201802,2018-02-20,DKI1 (Bunderan HI),24,28,22,29,4,29,O3,BAIK
201802,2018-02-21,DKI1 (Bunderan HI),37,21,19,29,3,37,PM10,BAIK
201802,2018-02-22,DKI1 (Bunderan HI),27,23,28,18,4,28,CO,BAIK
201802,2018-02-23,DKI1 (Bunderan HI),49,25,29,25,4,49,PM10,BAIK
201802,2018-02-24,DKI1 (Bunderan HI),32,22,19,39,3,39,O3,BAIK
201802,2018-02-25,DKI1 (Bunderan HI),23,20,16,42,2,42,O3,BAIK
201802,2018-02-26,DKI1 (Bunderan HI),36,22,22,41,4,41,O3,BAIK
201802,2018-02-27,DKI1 (Bunderan HI),44,22,26,30,4,44,PM10,BAIK
201802,2018-02-28,DKI1 (Bunderan HI),48,21,26,21,3,48,PM10,BAIK
201802,2018-02-01,DKI2 (Kelapa Gading),32,18,37,,13,37,CO,BAIK
201802,2018-02-02,DKI2 (Kelapa Gading),45,22,56,,12,56,CO,SEDANG
201802,2018-02-03,DKI2 (Kelapa Gading),25,21,35,39,10,39,O3,BAIK
201802,2018-02-04,DKI2 (Kelapa Gading),24,21,35,29,12,35,CO,BAIK
201802,2018-02-05,DKI2 (Kelapa Gading),24,20,32,40,9,40,O3,BAIK
201802,2018-02-06,DKI2 (Kelapa Gading),41,27,71,55,16,71,CO,SEDANG
201802,2018-02-07,DKI2 (Kelapa Gading),38,23,60,,14,60,CO,SEDANG
201802,2018-02-08,DKI2 (Kelapa Gading),43,22,62,41,22,62,CO,SEDANG
201802,2018-02-09,DKI2 (Kelapa Gading),38,24,62,,14,62,CO,SEDANG
201802,2018-02-10,DKI2 (Kelapa Gading),31,23,52,,16,52,CO,SEDANG
201802,2018-02-11,DKI2 (Kelapa Gading),31,25,39,,12,39,CO,BAIK
201802,2018-02-12,DKI2 (Kelapa Gading),36,21,56,55,12,56,CO,SEDANG
201802,2018-02-13,DKI2 (Kelapa Gading),44,20,32,53,13,53,O3,SEDANG
201802,2018-02-14,DKI2 (Kelapa Gading),34,22,9,,17,34,PM10,BAIK
201802,2018-02-15,DKI2 (Kelapa Gading),28,22,18,,15,28,PM10,BAIK
201802,2018-02-16,DKI2 (Kelapa Gading),20,22,13,54,14,54,O3,SEDANG
201802,2018-02-17,DKI2 (Kelapa Gading),39,24,14,42,14,42,O3,BAIK
201802,2018-02-18,DKI2 (Kelapa Gading),19,23,6,60,9,60,O3,SEDANG
201802,2018-02-19,DKI2 (Kelapa Gading),26,24,6,58,14,58,O3,SEDANG
201802,2018-02-20,DKI2 (Kelapa Gading),29,27,7,42,14,42,O3,BAIK
201802,2018-02-21,DKI2 (Kelapa Gading),51,26,12,66,26,66,O3,SEDANG
201802,2018-02-22,DKI2 (Kelapa Gading),45,26,12,26,19,45,PM10,BAIK
201802,2018-02-23,DKI2 (Kelapa Gading),56,26,13,,12,56,PM10,SEDANG
201802,2018-02-24,DKI2 (Kelapa Gading),24,23,,54,11,54,O3,SEDANG
201802,2018-02-25,DKI2 (Kelapa Gading),28,26,4,69,11,69,O3,SEDANG
201802,2018-02-26,DKI2 (Kelapa Gading),38,25,10,65,15,65,O3,SEDANG
201802,2018-02-27,DKI2 (Kelapa Gading),36,25,17,35,17,36,PM10,BAIK
201802,2018-02-28,DKI2 (Kelapa Gading),48,28,15,26,16,48,PM10,BAIK
201802,2018-02-01,DKI3 (Jagakarsa),32,15,11,60,9,60,O3,SEDANG
201802,2018-02-02,DKI3 (Jagakarsa),47,16,17,68,6,68,O3,SEDANG
201802,2018-02-03,DKI3 (Jagakarsa),42,,19,57,6,57,O3,SEDANG
201802,2018-02-04,DKI3 (Jagakarsa),35,,15,54,9,54,O3,SEDANG
201802,2018-02-05,DKI3 (Jagakarsa),28,,10,52,5,52,O3,SEDANG
201802,2018-02-06,DKI3 (Jagakarsa),37,16,16,57,5,57,O3,SEDANG
201802,2018-02-07,DKI3 (Jagakarsa),28,15,16,57,5,57,O3,SEDANG
201802,2018-02-08,DKI3 (Jagakarsa),55,15,25,52,7,55,PM10,SEDANG
201802,2018-02-09,DKI3 (Jagakarsa),38,16,46,53,9,53,O3,SEDANG
201802,2018-02-10,DKI3 (Jagakarsa),43,15,16,49,6,49,O3,BAIK
201802,2018-02-11,DKI3 (Jagakarsa),48,16,11,53,5,53,O3,SEDANG
201802,2018-02-12,DKI3 (Jagakarsa),50,15,19,58,6,58,O3,SEDANG
201802,2018-02-13,DKI3 (Jagakarsa),57,16,12,65,5,65,O3,SEDANG
201802,2018-02-14,DKI3 (Jagakarsa),60,15,14,69,5,69,O3,SEDANG
201802,2018-02-15,DKI3 (Jagakarsa),51,15,31,41,8,51,PM10,SEDANG
201802,2018-02-16,DKI3 (Jagakarsa),22,15,8,30,2,30,O3,BAIK
201802,2018-02-17,DKI3 (Jagakarsa),42,15,14,37,4,42,PM10,BAIK
201802,2018-02-18,DKI3 (Jagakarsa),40,15,11,56,4,56,O3,SEDANG
201802,2018-02-19,DKI3 (Jagakarsa),45,16,11,46,3,46,O3,BAIK
201802,2018-02-20,DKI3 (Jagakarsa),45,19,15,46,8,46,O3,BAIK
201802,2018-02-21,DKI3 (Jagakarsa),56,18,15,45,6,56,PM10,SEDANG
201802,2018-02-22,DKI3 (Jagakarsa),50,18,18,47,6,50,PM10,BAIK
201802,2018-02-23,DKI3 (Jagakarsa),59,18,15,58,7,59,PM10,SEDANG
201802,2018-02-24,DKI3 (Jagakarsa),47,16,12,76,5,76,O3,SEDANG
201802,2018-02-25,DKI3 (Jagakarsa),48,17,13,71,10,71,O3,SEDANG
201802,2018-02-26,DKI3 (Jagakarsa),46,17,17,79,9,79,O3,SEDANG
201802,2018-02-27,DKI3 (Jagakarsa),47,17,16,64,5,64,O3,SEDANG
201802,2018-02-28,DKI3 (Jagakarsa),56,18,22,80,13,80,O3,SEDANG
201802,2018-02-01,DKI4 (Lubang Buaya),37,43,21,40,9,43,SO2,BAIK
201802,2018-02-02,DKI4 (Lubang Buaya),44,45,33,41,12,45,SO2,BAIK
201802,2018-02-03,DKI4 (Lubang Buaya),39,44,16,39,12,44,SO2,BAIK
201802,2018-02-04,DKI4 (Lubang Buaya),32,47,17,34,11,47,SO2,BAIK
201802,2018-02-05,DKI4 (Lubang Buaya),26,46,11,26,7,46,SO2,BAIK
201802,2018-02-06,DKI4 (Lubang Buaya),45,48,23,38,11,48,SO2,BAIK
201801,2018-01-01,DKI1 (Bunderan HI),35,20,22,27,2,35,PM10,BAIK
201801,2018-01-02,DKI1 (Bunderan HI),14,18,12,17,1,18,SO2,BAIK
201801,2018-01-03,DKI1 (Bunderan HI),,,,,,,,TIDAK ADA DATA
201801,2018-01-04,DKI1 (Bunderan HI),24,21,20,19,2,24,PM10,BAIK
201801,2018-01-05,DKI1 (Bunderan HI),23,19,17,21,2,23,PM10,BAIK
201801,2018-01-06,DKI1 (Bunderan HI),18,19,14,24,2,24,O3,BAIK
201801,2018-01-07,DKI1 (Bunderan HI),21,20,14,27,2,27,O3,BAIK
201801,2018-01-08,DKI1 (Bunderan HI),48,27,19,44,3,48,PM10,BAIK
201801,2018-01-09,DKI1 (Bunderan HI),24,23,16,29,2,29,O3,BAIK
201801,2018-01-10,DKI1 (Bunderan HI),28,23,16,44,3,44,O3,BAIK
201801,2018-01-11,DKI1 (Bunderan HI),40,30,18,36,4,40,PM10,BAIK
201801,2018-01-12,DKI1 (Bunderan HI),35,22,18,38,4,38,O3,BAIK
201801,2018-01-13,DKI1 (Bunderan HI),39,23,17,50,4,50,O3,BAIK
201801,2018-01-14,DKI1 (Bunderan HI),31,23,17,38,4,38,O3,BAIK
201801,2018-01-15,DKI1 (Bunderan HI),30,21,19,33,3,33,O3,BAIK
201801,2018-01-16,DKI1 (Bunderan HI),24,23,19,29,3,29,O3,BAIK
201801,2018-01-17,DKI1 (Bunderan HI),35,23,19,34,4,35,PM10,BAIK
201801,2018-01-18,DKI1 (Bunderan HI),41,22,22,23,5,41,PM10,BAIK
201801,2018-01-19,DKI1 (Bunderan HI),46,22,27,20,5,46,PM10,BAIK
201801,2018-01-20,DKI1 (Bunderan HI),27,20,18,23,2,27,PM10,BAIK
201801,2018-01-21,DKI1 (Bunderan HI),25,20,17,25,2,25,PM10,BAIK
201801,2018-01-22,DKI1 (Bunderan HI),17,20,17,18,2,20,SO2,BAIK
201801,2018-01-23,DKI1 (Bunderan HI),28,21,17,34,3,34,O3,BAIK
201801,2018-01-24,DKI1 (Bunderan HI),33,23,20,39,3,39,O3,BAIK
201801,2018-01-25,DKI1 (Bunderan HI),26,20,19,19,3,26,PM10,BAIK
201801,2018-01-26,DKI1 (Bunderan HI),21,20,19,25,3,25,O3,BAIK
201801,2018-01-27,DKI1 (Bunderan HI),27,21,19,37,3,37,O3,BAIK
201801,2018-01-28,DKI1 (Bunderan HI),32,22,17,23,4,32,PM10,BAIK
201801,2018-01-29,DKI1 (Bunderan HI),22,20,17,19,2,22,PM10,BAIK
201801,2018-01-30,DKI1 (Bunderan HI),27,21,20,23,3,27,PM10,BAIK
201801,2018-01-31,DKI1 (Bunderan HI),28,21,20,27,3,28,PM10,BAIK
201801,2018-01-01,DKI2 (Kelapa Gading),59,29,36,33,9,59,PM10,SEDANG
201801,2018-01-02,DKI2 (Kelapa Gading),18,28,5,33,14,33,O3,BAIK
201801,2018-01-03,DKI2 (Kelapa Gading),52,33,15,73,23,73,O3,SEDANG
201801,2018-01-04,DKI2 (Kelapa Gading),53,49,12,47,15,53,PM10,SEDANG
201801,2018-01-05,DKI2 (Kelapa Gading),35,32,11,19,10,35,PM10,BAIK
201801,2018-01-06,DKI2 (Kelapa Gading),20,28,6,24,5,28,SO2,BAIK
201801,2018-01-07,DKI2 (Kelapa Gading),21,29,6,24,5,29,SO2,BAIK
201801,2018-01-08,DKI2 (Kelapa Gading),43,33,12,48,17,48,O3,BAIK
201801,2018-01-09,DKI2 (Kelapa Gading),23,30,5,18,14,30,SO2,BAIK
201801,2018-01-10,DKI2 (Kelapa Gading),21,30,6,45,17,45,O3,BAIK
201801,2018-01-11,DKI2 (Kelapa Gading),22,31,6,41,19,41,O3,BAIK
201801,2018-01-12,DKI2 (Kelapa Gading),29,29,7,24,17,29,PM10,BAIK
201801,2018-01-13,DKI2 (Kelapa Gading),26,30,5,26,21,30,SO2,BAIK
201801,2018-01-14,DKI2 (Kelapa Gading),28,30,6,31,14,31,O3,BAIK
201801,2018-01-15,DKI2 (Kelapa Gading),24,30,11,31,12,31,O3,BAIK
201801,2018-01-16,DKI2 (Kelapa Gading),25,32,13,33,10,33,O3,BAIK
201801,2018-01-17,DKI2 (Kelapa Gading),34,31,11,30,13,34,PM10,BAIK
201801,2018-01-18,DKI2 (Kelapa Gading),25,30,11,17,15,30,SO2,BAIK
201801,2018-01-19,DKI2 (Kelapa Gading),28,29,26,21,19,29,SO2,BAIK
201801,2018-01-20,DKI2 (Kelapa Gading),16,29,9,24,7,29,SO2,BAIK
201801,2018-01-21,DKI2 (Kelapa Gading),24,29,9,27,8,29,SO2,BAIK
201801,2018-01-22,DKI2 (Kelapa Gading),26,29,10,22,6,29,SO2,BAIK
201801,2018-01-23,DKI2 (Kelapa Gading),24,30,8,35,9,35,O3,BAIK
201801,2018-01-24,DKI2 (Kelapa Gading),29,,9,28,19,29,PM10,BAIK
201801,2018-01-25,DKI2 (Kelapa Gading),18,,9,20,15,20,O3,BAIK
201801,2018-01-26,DKI2 (Kelapa Gading),20,13,8,37,7,37,O3,BAIK
201801,2018-01-27,DKI2 (Kelapa Gading),26,13,7,34,6,34,O3,BAIK
201801,2018-01-28,DKI2 (Kelapa Gading),28,13,7,22,6,28,PM10,BAIK
201801,2018-01-29,DKI2 (Kelapa Gading),19,13,8,25,7,25,O3,BAIK
201801,2018-01-30,DKI2 (Kelapa Gading),20,13,9,28,7,28,O3,BAIK
201801,2018-01-31,DKI2 (Kelapa Gading),25,18,9,39,12,39,O3,BAIK
201801,2018-01-01,DKI3 (Jagakarsa),14,17,22,35,5,35,O3,BAIK
201801,2018-01-02,DKI3 (Jagakarsa),17,16,7,39,3,39,O3,BAIK
201801,2018-01-03,DKI3 (Jagakarsa),15,16,15,101,8,101,O3,TIDAK SEHAT
201801,2018-01-04,DKI3 (Jagakarsa),11,16,14,57,5,57,O3,SEDANG
201801,2018-01-05,DKI3 (Jagakarsa),21,16,17,28,6,28,O3,BAIK
201801,2018-01-06,DKI3 (Jagakarsa),16,16,7,30,4,30,O3,BAIK
201801,2018-01-07,DKI3 (Jagakarsa),17,16,8,30,3,30,O3,BAIK
201801,2018-01-08,DKI3 (Jagakarsa),46,16,14,58,5,58,O3,SEDANG
201801,2018-01-09,DKI3 (Jagakarsa),42,17,12,63,6,63,O3,SEDANG
201801,2018-01-10,DKI3 (Jagakarsa),42,18,13,50,7,50,O3,BAIK
201801,2018-01-11,DKI3 (Jagakarsa),38,21,9,45,5,45,O3,BAIK
201801,2018-01-12,DKI3 (Jagakarsa),20,18,11,62,7,62,O3,SEDANG
201801,2018-01-13,DKI3 (Jagakarsa),50,20,13,49,6,50,PM10,BAIK
201801,2018-01-14,DKI3 (Jagakarsa),24,18,7,50,3,50,O3,BAIK
201801,2018-01-15,DKI3 (Jagakarsa),11,16,8,44,3,44,O3,BAIK
201801,2018-01-16,DKI3 (Jagakarsa),12,16,7,43,1,43,O3,BAIK
201801,2018-01-17,DKI3 (Jagakarsa),29,16,12,28,6,29,PM10,BAIK
201801,2018-01-18,DKI3 (Jagakarsa),,,,,,,,TIDAK ADA DATA
201801,2018-01-19,DKI3 (Jagakarsa),29,,20,35,,35,O3,BAIK
201801,2018-01-20,DKI3 (Jagakarsa),13,16,6,32,2,32,O3,BAIK
201801,2018-01-21,DKI3 (Jagakarsa),19,,6,31,1,31,O3,BAIK
201801,2018-01-22,DKI3 (Jagakarsa),13,,6,32,,32,O3,BAIK
201801,2018-01-23,DKI3 (Jagakarsa),18,16,8,53,3,53,O3,SEDANG
201801,2018-01-24,DKI3 (Jagakarsa),23,16,8,49,3,49,O3,BAIK
201801,2018-01-25,DKI3 (Jagakarsa),17,15,6,30,1,30,O3,BAIK
201801,2018-01-26,DKI3 (Jagakarsa),20,15,7,31,3,31,O3,BAIK
201801,2018-01-27,DKI3 (Jagakarsa),18,16,6,41,1,41,O3,BAIK
201801,2018-01-28,DKI3 (Jagakarsa),32,16,8,52,2,52,O3,SEDANG
201801,2018-01-29,DKI3 (Jagakarsa),17,15,6,27,,27,O3,BAIK
201801,2018-01-30,DKI3 (Jagakarsa),,,,,,,,TIDAK ADA DATA
201801,2018-01-31,DKI3 (Jagakarsa),23,15,7,30,2,30,O3,BAIK
201801,2018-01-01,DKI4 (Lubang Buaya),76,31,31,33,6,76,PM10,SEDANG
201801,2018-01-02,DKI4 (Lubang Buaya),23,31,7,36,3,36,O3,BAIK
201801,2018-01-03,DKI4 (Lubang Buaya),53,35,16,96,10,96,O3,SEDANG
201801,2018-01-04,DKI4 (Lubang Buaya),53,33,12,49,9,53,PM10,SEDANG
201801,2018-01-05,DKI4 (Lubang Buaya),44,32,12,18,6,44,PM10,BAIK
201801,2018-01-06,DKI4 (Lubang Buaya),18,30,5,21,4,30,SO2,BAIK
201801,2018-01-07,DKI4 (Lubang Buaya),26,30,8,19,5,30,SO2,BAIK
201807,2018-07-04,DKI3 (Jagakarsa),69,20,18,106,14,106,O3,TIDAK SEHAT
201807,2018-07-05,DKI3 (Jagakarsa),57,19,13,94,10,94,O3,SEDANG
201807,2018-07-06,DKI3 (Jagakarsa),51,18,10,81,7,81,O3,SEDANG
201807,2018-07-07,DKI3 (Jagakarsa),69,19,26,84,12,84,O3,SEDANG
201807,2018-07-08,DKI3 (Jagakarsa),59,18,26,72,11,72,O3,SEDANG
201807,2018-07-09,DKI3 (Jagakarsa),59,17,11,105,6,105,O3,TIDAK SEHAT
201807,2018-07-10,DKI3 (Jagakarsa),62,18,18,115,7,115,O3,TIDAK SEHAT
201807,2018-07-11,DKI3 (Jagakarsa),71,23,17,97,11,97,O3,SEDANG
201807,2018-07-12,DKI3 (Jagakarsa),63,21,12,100,8,100,O3,SEDANG
201807,2018-07-13,DKI3 (Jagakarsa),69,19,17,88,10,88,O3,SEDANG
201807,2018-07-14,DKI3 (Jagakarsa),75,21,14,106,11,106,O3,TIDAK SEHAT
201807,2018-07-15,DKI3 (Jagakarsa),63,17,12,115,6,115,O3,TIDAK SEHAT
201807,2018-07-16,DKI3 (Jagakarsa),51,17,10,105,6,105,O3,TIDAK SEHAT
201807,2018-07-17,DKI3 (Jagakarsa),65,18,16,93,11,93,O3,SEDANG
201807,2018-07-18,DKI3 (Jagakarsa),69,18,16,95,10,95,O3,SEDANG
201807,2018-07-19,DKI3 (Jagakarsa),68,17,12,102,11,102,O3,TIDAK SEHAT
201807,2018-07-20,DKI3 (Jagakarsa),72,18,13,89,8,89,O3,SEDANG
201807,2018-07-21,DKI3 (Jagakarsa),64,20,11,104,6,104,O3,TIDAK SEHAT
201807,2018-07-22,DKI3 (Jagakarsa),67,18,20,93,7,93,O3,SEDANG
201807,2018-07-23,DKI3 (Jagakarsa),54,16,14,126,7,126,O3,TIDAK SEHAT
201807,2018-07-24,DKI3 (Jagakarsa),71,19,15,104,9,104,O3,TIDAK SEHAT
201807,2018-07-25,DKI3 (Jagakarsa),71,17,20,99,11,99,O3,SEDANG
201807,2018-07-26,DKI3 (Jagakarsa),67,18,22,90,11,90,O3,SEDANG
201807,2018-07-27,DKI3 (Jagakarsa),71,17,16,112,16,112,O3,TIDAK SEHAT
201807,2018-07-28,DKI3 (Jagakarsa),76,17,31,155,12,155,O3,TIDAK SEHAT
201807,2018-07-29,DKI3 (Jagakarsa),67,17,17,157,9,157,O3,TIDAK SEHAT
201807,2018-07-30,DKI3 (Jagakarsa),68,18,19,113,7,113,O3,TIDAK SEHAT
201807,2018-07-31,DKI3 (Jagakarsa),77,18,18,102,9,102,O3,TIDAK SEHAT
201807,2018-07-01,DKI4 (Lubang Buaya),96,28,27,97,13,97,O3,SEDANG
201807,2018-07-02,DKI4 (Lubang Buaya),79,29,21,48,11,79,PM10,SEDANG
201807,2018-07-03,DKI4 (Lubang Buaya),79,29,18,95,10,95,O3,SEDANG
201807,2018-07-04,DKI4 (Lubang Buaya),104,31,24,96,16,104,PM10,TIDAK SEHAT
201807,2018-07-05,DKI4 (Lubang Buaya),63,29,14,62,11,63,PM10,SEDANG
201807,2018-07-06,DKI4 (Lubang Buaya),74,31,12,84,11,84,O3,SEDANG
201807,2018-07-07,DKI4 (Lubang Buaya),95,30,32,55,15,95,PM10,SEDANG
201807,2018-07-08,DKI4 (Lubang Buaya),95,29,30,50,14,95,PM10,SEDANG
201807,2018-07-09,DKI4 (Lubang Buaya),63,29,12,76,13,76,O3,SEDANG
201807,2018-07-10,DKI4 (Lubang Buaya),87,29,19,45,11,87,PM10,SEDANG
201807,2018-07-11,DKI4 (Lubang Buaya),70,32,16,48,14,70,PM10,SEDANG
201807,2018-07-12,DKI4 (Lubang Buaya),74,32,12,77,10,77,O3,SEDANG
201807,2018-07-13,DKI4 (Lubang Buaya),80,30,15,,11,80,PM10,SEDANG
201807,2018-07-14,DKI4 (Lubang Buaya),84,33,18,81,14,84,PM10,SEDANG
201807,2018-07-15,DKI4 (Lubang Buaya),59,29,10,86,10,86,O3,SEDANG
201807,2018-07-16,DKI4 (Lubang Buaya),61,33,11,87,12,87,O3,SEDANG
201807,2018-07-17,DKI4 (Lubang Buaya),81,30,20,86,12,86,O3,SEDANG
201807,2018-07-18,DKI4 (Lubang Buaya),88,29,19,77,14,88,PM10,SEDANG
201807,2018-07-19,DKI4 (Lubang Buaya),82,30,14,72,13,82,PM10,SEDANG
201807,2018-07-20,DKI4 (Lubang Buaya),79,30,14,57,11,79,PM10,SEDANG
201807,2018-07-21,DKI4 (Lubang Buaya),74,32,9,79,9,79,O3,SEDANG
201807,2018-07-22,DKI4 (Lubang Buaya),77,29,21,48,11,77,PM10,SEDANG
201807,2018-07-23,DKI4 (Lubang Buaya),,,,,,,,TIDAK ADA DATA
201807,2018-07-24,DKI4 (Lubang Buaya),92,32,22,72,15,92,PM10,SEDANG
201807,2018-07-25,DKI4 (Lubang Buaya),75,29,18,91,11,91,O3,SEDANG
201807,2018-07-26,DKI4 (Lubang Buaya),78,33,21,80,12,80,O3,SEDANG
