periode_data,tanggal,stasiun,pm10,so2,co,o3,no2,max,critical,categori
201501,2015-01-25,DKI1 (Bunderan HI),-,-,-,-,-,0,,TIDAK ADA DATA
201501,2015-01-26,DKI1 (Bunderan HI),-,-,-,-,-,0,,TIDAK ADA DATA
201501,2015-01-27,DKI1 (Bunderan HI),-,-,-,-,-,0,,TIDAK ADA DATA
201501,2015-01-28,DKI1 (Bunderan HI),-,-,-,-,-,0,,TIDAK ADA DATA
201501,2015-01-29,DKI1 (Bunderan HI),55,7,20,35,14,55,PM10,SEDANG
201501,2015-01-30,DKI1 (Bunderan HI),52,5,15,39,13,52,PM10,SEDANG
201501,2015-01-31,DKI1 (Bunderan HI),54,5,17,36,15,54,PM10,SEDANG
201501,2015-01-01,DKI2 (Kelapa Gading),43,2,39,27,7,43,PM10,BAIK
201501,2015-01-02,DKI2 (Kelapa Gading),28,3,26,48,6,48,O3,BAIK
201501,2015-01-03,DKI2 (Kelapa Gading),22,2,28,44,6,44,O3,BAIK
201501,2015-01-04,DKI2 (Kelapa Gading),18,2,28,42,6,42,O3,BAIK
201501,2015-01-05,DKI2 (Kelapa Gading),19,2,25,32,4,32,O3,BAIK
201501,2015-01-06,DKI2 (Kelapa Gading),27,3,26,37,6,37,O3,BAIK
201501,2015-01-07,DKI2 (Kelapa Gading),29,4,25,35,11,35,O3,BAIK
201501,2015-01-08,DKI2 (Kelapa Gading),30,3,25,40,9,40,O3,BAIK
201501,2015-01-09,DKI2 (Kelapa Gading),24,3,24,31,5,31,O3,BAIK
201501,2015-01-10,DKI2 (Kelapa Gading),25,3,24,43,4,43,O3,BAIK
201501,2015-01-11,DKI2 (Kelapa Gading),23,3,23,36,7,36,O3,BAIK
201501,2015-01-12,DKI2 (Kelapa Gading),30,3,28,29,12,30,PM10,BAIK
201501,2015-01-13,DKI2 (Kelapa Gading),32,3,39,35,14,39,CO,BAIK
201501,2015-01-14,DKI2 (Kelapa Gading),38,3,44,40,17,44,CO,BAIK
201501,2015-01-15,DKI2 (Kelapa Gading),35,4,33,47,12,47,O3,BAIK
201501,2015-01-16,DKI2 (Kelapa Gading),45,5,33,40,17,45,PM10,BAIK
201501,2015-01-17,DKI2 (Kelapa Gading),32,3,26,43,15,43,O3,BAIK
201501,2015-01-18,DKI2 (Kelapa Gading),39,3,29,45,12,45,O3,BAIK
201501,2015-01-19,DKI2 (Kelapa Gading),47,3,39,39,16,47,PM10,BAIK
201501,2015-01-20,DKI2 (Kelapa Gading),69,5,72,51,24,72,CO,SEDANG
201501,2015-01-21,DKI2 (Kelapa Gading),56,7,61,30,12,61,CO,SEDANG
201501,2015-01-22,DKI2 (Kelapa Gading),44,3,36,31,13,44,PM10,BAIK
201501,2015-01-23,DKI2 (Kelapa Gading),47,3,50,40,23,50,CO,BAIK
201501,2015-01-24,DKI2 (Kelapa Gading),55,5,63,59,20,63,CO,SEDANG
201501,2015-01-25,DKI2 (Kelapa Gading),33,4,29,37,18,37,O3,BAIK
201501,2015-01-26,DKI2 (Kelapa Gading),45,6,37,32,14,45,PM10,BAIK
201501,2015-01-27,DKI2 (Kelapa Gading),55,5,42,30,13,55,PM10,SEDANG
201501,2015-01-28,DKI2 (Kelapa Gading),56,6,36,55,13,56,PM10,SEDANG
201501,2015-01-29,DKI2 (Kelapa Gading),54,13,34,47,17,54,PM10,SEDANG
201501,2015-01-30,DKI2 (Kelapa Gading),38,6,30,34,12,38,PM10,BAIK
201501,2015-01-31,DKI2 (Kelapa Gading),35,5,27,34,11,35,PM10,BAIK
201501,2015-01-01,DKI3 (Jagakarsa),13,5,28,5,-,28,CO,BAIK
201501,2015-01-02,DKI3 (Jagakarsa),13,5,21,5,-,21,CO,BAIK
201501,2015-01-03,DKI3 (Jagakarsa),9,5,25,8,2,25,CO,BAIK
201501,2015-01-04,DKI3 (Jagakarsa),12,5,24,8,-,24,CO,BAIK
201501,2015-01-05,DKI3 (Jagakarsa),13,5,23,5,-,23,CO,BAIK
201501,2015-01-06,DKI3 (Jagakarsa),12,5,22,5,-,22,CO,BAIK
201501,2015-01-07,DKI3 (Jagakarsa),15,6,32,7,3,32,CO,BAIK
201501,2015-01-08,DKI3 (Jagakarsa),48,6,21,4,-,48,PM10,BAIK
201501,2015-01-09,DKI3 (Jagakarsa),10,6,22,5,-,22,CO,BAIK
201501,2015-01-10,DKI3 (Jagakarsa),14,6,20,5,-,20,CO,BAIK
201501,2015-01-11,DKI3 (Jagakarsa),15,6,21,5,-,21,CO,BAIK
201501,2015-01-12,DKI3 (Jagakarsa),10,6,25,5,5,25,CO,BAIK
201501,2015-01-13,DKI3 (Jagakarsa),10,6,33,5,12,33,CO,BAIK
201501,2015-01-14,DKI3 (Jagakarsa),12,6,36,5,7,36,CO,BAIK
201501,2015-01-15,DKI3 (Jagakarsa),14,6,34,6,10,34,CO,BAIK
201501,2015-01-16,DKI3 (Jagakarsa),18,15,61,24,5,61,CO,SEDANG
201501,2015-01-17,DKI3 (Jagakarsa),16,8,30,6,5,30,CO,BAIK
201501,2015-01-18,DKI3 (Jagakarsa),19,6,36,7,7,36,CO,BAIK
201501,2015-01-19,DKI3 (Jagakarsa),16,6,37,7,7,37,CO,BAIK
201501,2015-01-20,DKI3 (Jagakarsa),28,6,66,9,8,66,CO,SEDANG
201501,2015-01-21,DKI3 (Jagakarsa),21,6,37,10,6,37,CO,BAIK
201501,2015-01-22,DKI3 (Jagakarsa),15,6,35,36,12,36,O3,BAIK
201501,2015-01-23,DKI3 (Jagakarsa),10,6,50,41,7,50,CO,BAIK
201501,2015-01-24,DKI3 (Jagakarsa),17,9,72,65,11,72,CO,SEDANG
201501,2015-01-25,DKI3 (Jagakarsa),12,7,26,67,4,67,O3,SEDANG
201501,2015-01-26,DKI3 (Jagakarsa),14,8,41,59,9,59,O3,SEDANG
201501,2015-01-27,DKI3 (Jagakarsa),12,8,51,49,9,51,CO,SEDANG
201501,2015-01-28,DKI3 (Jagakarsa),19,8,46,65,8,65,O3,SEDANG
201501,2015-01-29,DKI3 (Jagakarsa),10,8,32,61,7,61,O3,SEDANG
201501,2015-01-30,DKI3 (Jagakarsa),12,7,46,50,8,50,O3,BAIK
201501,2015-01-31,DKI3 (Jagakarsa),11,8,32,41,4,41,O3,BAIK
201501,2015-01-01,DKI4 (Lubang Buaya),34,10,24,10,6,34,PM10,BAIK
201501,2015-01-02,DKI4 (Lubang Buaya),20,9,9,19,4,20,PM10,BAIK
201501,2015-01-03,DKI4 (Lubang Buaya),23,10,11,35,4,35,O3,BAIK
201501,2015-01-04,DKI4 (Lubang Buaya),20,9,14,29,4,29,O3,BAIK
201501,2015-01-05,DKI4 (Lubang Buaya),25,9,10,15,4,25,PM10,BAIK
201501,2015-01-06,DKI4 (Lubang Buaya),20,9,10,18,4,20,PM10,BAIK
201501,2015-01-07,DKI4 (Lubang Buaya),28,10,18,19,4,28,PM10,BAIK
201501,2015-01-08,DKI4 (Lubang Buaya),24,10,8,21,3,24,PM10,BAIK
201501,2015-01-09,DKI4 (Lubang Buaya),22,10,7,18,3,22,PM10,BAIK
201501,2015-01-10,DKI4 (Lubang Buaya),22,10,8,18,3,22,PM10,BAIK
201501,2015-01-11,DKI4 (Lubang Buaya),34,11,10,26,5,34,PM10,BAIK
201501,2015-01-12,DKI4 (Lubang Buaya),37,11,19,15,11,37,PM10,BAIK
201501,2015-01-13,DKI4 (Lubang Buaya),33,11,25,20,9,33,PM10,BAIK
201501,2015-01-14,DKI4 (Lubang Buaya),31,11,32,11,13,32,CO,BAIK
201501,2015-01-15,DKI4 (Lubang Buaya),27,10,29,20,13,29,CO,BAIK
201501,2015-01-16,DKI4 (Lubang Buaya),57,16,29,37,9,57,PM10,SEDANG
201501,2015-01-17,DKI4 (Lubang Buaya),35,11,16,38,14,38,O3,BAIK
201501,2015-01-18,DKI4 (Lubang Buaya),36,11,29,34,12,36,PM10,BAIK
201501,2015-01-19,DKI4 (Lubang Buaya),52,11,22,-,11,52,PM10,SEDANG
201501,2015-01-20,DKI4 (Lubang Buaya),64,13,60,-,13,64,PM10,SEDANG
201501,2015-01-21,DKI4 (Lubang Buaya),48,12,30,-,8,48,PM10,BAIK
201501,2015-01-22,DKI4 (Lubang Buaya),45,11,24,15,10,45,PM10,BAIK
201501,2015-01-23,DKI4 (Lubang Buaya),44,10,39,9,18,44,PM10,BAIK
201501,2015-01-24,DKI4 (Lubang Buaya),65,13,67,12,15,67,CO,SEDANG
201501,2015-01-25,DKI4 (Lubang Buaya),35,11,15,13,7,35,PM10,BAIK
201501,2015-01-26,DKI4 (Lubang Buaya),53,14,34,17,9,53,PM10,SEDANG
201501,2015-01-27,DKI4 (Lubang Buaya),60,12,36,17,9,60,PM10,SEDANG
201501,2015-01-28,DKI4 (Lubang Buaya),57,14,39,42,15,57,PM10,SEDANG
201501,2015-01-29,DKI4 (Lubang Buaya),40,13,19,16,10,40,PM10,BAIK
201501,2015-01-30,DKI4 (Lubang Buaya),40,12,28,18,9,40,PM10,BAIK
201501,2015-01-31,DKI4 (Lubang Buaya),35,14,13,19,6,35,PM10,BAIK
201501,2015-01-01,DKI5 (Kebon Jeruk),24,4,17,4,6,24,PM10,BAIK
201501,2015-01-02,DKI5 (Kebon Jeruk),7,4,6,4,3,7,PM10,BAIK
201501,2015-01-03,DKI5 (Kebon Jeruk),19,4,7,7,4,19,PM10,BAIK
201501,2015-01-04,DKI5 (Kebon Jeruk),-,3,8,4,4,8,CO,BAIK
201501,2015-01-05,DKI5 (Kebon Jeruk),-,3,6,4,2,6,CO,BAIK
201501,2015-01-06,DKI5 (Kebon Jeruk),-,4,6,5,4,6,CO,BAIK
201501,2015-01-07,DKI5 (Kebon Jeruk),23,4,7,4,3,23,PM10,BAIK
201501,2015-01-08,DKI5 (Kebon Jeruk),28,4,6,4,3,28,PM10,BAIK
201501,2015-01-09,DKI5 (Kebon Jeruk),13,4,5,4,2,13,PM10,BAIK
201501,2015-01-10,DKI5 (Kebon Jeruk),13,4,5,4,3,13,PM10,BAIK
201501,2015-01-11,DKI5 (Kebon Jeruk),26,4,7,5,3,26,PM10,BAIK
201501,2015-01-12,DKI5 (Kebon Jeruk),31,4,12,5,9,31,PM10,BAIK
201501,2015-01-13,DKI5 (Kebon Jeruk),30,4,16,3,12,30,PM10,BAIK
201501,2015-01-14,DKI5 (Kebon Jeruk),37,5,18,4,8,37,PM10,BAIK
201501,2015-01-15,DKI5 (Kebon Jeruk),22,5,14,4,8,22,PM10,BAIK
201501,2015-01-16,DKI5 (Kebon Jeruk),57,6,18,6,6,57,PM10,SEDANG
201501,2015-01-17,DKI5 (Kebon Jeruk),36,5,14,7,8,36,PM10,BAIK
201501,2015-01-18,DKI5 (Kebon Jeruk),46,5,14,7,12,46,PM10,BAIK
201501,2015-01-19,DKI5 (Kebon Jeruk),49,4,16,16,10,49,PM10,BAIK
201501,2015-01-20,DKI5 (Kebon Jeruk),63,6,48,49,13,63,PM10,SEDANG
201501,2015-01-21,DKI5 (Kebon Jeruk),56,6,36,33,10,56,PM10,SEDANG
201501,2015-01-22,DKI5 (Kebon Jeruk),41,4,22,-,13,41,PM10,BAIK
201501,2015-01-23,DKI5 (Kebon Jeruk),41,4,37,20,16,41,PM10,BAIK
201501,2015-01-24,DKI5 (Kebon Jeruk),71,7,49,51,12,71,PM10,SEDANG
201501,2015-01-25,DKI5 (Kebon Jeruk),19,5,8,40,4,40,O3,BAIK
201501,2015-01-26,DKI5 (Kebon Jeruk),52,7,19,28,10,52,PM10,SEDANG
201501,2015-01-27,DKI5 (Kebon Jeruk),68,5,34,24,9,68,PM10,SEDANG
201501,2015-01-28,DKI5 (Kebon Jeruk),54,8,18,38,9,54,PM10,SEDANG
201501,2015-01-29,DKI5 (Kebon Jeruk),43,3,17,36,6,43,PM10,BAIK
201501,2015-01-30,DKI5 (Kebon Jeruk),27,3,10,-,4,27,PM10,BAIK
201501,2015-01-31,DKI5 (Kebon Jeruk),36,3,10,30,8,36,PM10,BAIK
201502,2015-02-22,DKI2 (Kelapa Gading),60,7,37,44,23,60,PM10,SEDANG
201502,2015-02-23,DKI2 (Kelapa Gading),50,6,32,35,15,50,PM10,BAIK
201502,2015-02-24,DKI2 (Kelapa Gading),55,7,42,42,14,55,PM10,SEDANG
201502,2015-02-25,DKI2 (Kelapa Gading),60,8,36,86,15,86,O3,SEDANG
201502,2015-02-26,DKI2 (Kelapa Gading),71,10,33,113,18,113,O3,TIDAK SEHAT
201502,2015-02-27,DKI2 (Kelapa Gading),70,11,29,124,15,124,O3,TIDAK SEHAT
201502,2015-02-28,DKI2 (Kelapa Gading),67,13,36,42,18,67,PM10,SEDANG
201502,2015-02-01,DKI3 (Jagakarsa),13,7,29,42,5,42,O3,BAIK
201502,2015-02-02,DKI3 (Jagakarsa),-,-,-,-,-,0,,TIDAK ADA DATA
201502,2015-02-03,DKI3 (Jagakarsa),22,8,69,50,10,69,CO,SEDANG
201502,2015-02-04,DKI3 (Jagakarsa),26,10,52,55,9,55,O3,SEDANG
201502,2015-02-05,DKI3 (Jagakarsa),17,9,33,58,11,58,O3,SEDANG
201502,2015-02-06,DKI3 (Jagakarsa),16,8,52,49,9,52,CO,SEDANG
201502,2015-02-07,DKI3 (Jagakarsa),13,9,33,53,6,53,O3,SEDANG
201502,2015-02-08,DKI3 (Jagakarsa),17,9,34,46,9,46,O3,BAIK
201502,2015-02-09,DKI3 (Jagakarsa),14,8,45,36,8,45,CO,BAIK
201502,2015-02-10,DKI3 (Jagakarsa),13,7,42,46,11,46,O3,BAIK
201502,2015-02-11,DKI3 (Jagakarsa),11,8,68,40,8,68,CO,SEDANG
201502,2015-02-12,DKI3 (Jagakarsa),19,10,50,50,10,50,CO,BAIK
201502,2015-02-13,DKI3 (Jagakarsa),17,8,37,48,6,48,O3,BAIK
201502,2015-02-14,DKI3 (Jagakarsa),14,8,56,48,7,56,CO,SEDANG
201502,2015-02-15,DKI3 (Jagakarsa),25,9,71,44,9,71,CO,SEDANG
201502,2015-02-16,DKI3 (Jagakarsa),18,8,50,72,10,72,O3,SEDANG
201502,2015-02-17,DKI3 (Jagakarsa),21,8,57,63,10,63,O3,SEDANG
201502,2015-02-18,DKI3 (Jagakarsa),19,9,48,50,10,50,O3,BAIK
201502,2015-02-19,DKI3 (Jagakarsa),11,8,34,42,6,42,O3,BAIK
201502,2015-02-20,DKI3 (Jagakarsa),11,9,42,68,11,68,O3,SEDANG
201502,2015-02-21,DKI3 (Jagakarsa),24,11,58,51,11,58,CO,SEDANG
201502,2015-02-22,DKI3 (Jagakarsa),24,-,-,-,-,24,PM10,BAIK
201502,2015-02-23,DKI3 (Jagakarsa),16,-,-,-,-,16,PM10,BAIK
201502,2015-02-24,DKI3 (Jagakarsa),9,10,-,70,9,70,O3,SEDANG
201502,2015-02-25,DKI3 (Jagakarsa),22,12,45,121,11,121,O3,TIDAK SEHAT
201502,2015-02-26,DKI3 (Jagakarsa),13,12,35,147,12,147,O3,TIDAK SEHAT
201502,2015-02-27,DKI3 (Jagakarsa),12,9,38,129,14,129,O3,TIDAK SEHAT
201502,2015-02-28,DKI3 (Jagakarsa),12,8,43,65,12,65,O3,SEDANG
201502,2015-02-01,DKI4 (Lubang Buaya),-,-,-,-,-,0,,TIDAK ADA DATA
201502,2015-02-02,DKI4 (Lubang Buaya),-,-,-,-,-,0,,TIDAK ADA DATA
201502,2015-02-03,DKI4 (Lubang Buaya),-,-,-,-,-,0,,TIDAK ADA DATA
201502,2015-02-04,DKI4 (Lubang Buaya),-,-,-,-,-,0,,TIDAK ADA DATA
201502,2015-02-05,DKI4 (Lubang Buaya),-,-,-,-,-,0,,TIDAK ADA DATA
201502,2015-02-06,DKI4 (Lubang Buaya),-,-,-,-,-,0,,TIDAK ADA DATA
201502,2015-02-07,DKI4 (Lubang Buaya),-,-,-,-,-,0,,TIDAK ADA DATA
201502,2015-02-08,DKI4 (Lubang Buaya),-,-,-,-,-,0,,TIDAK ADA DATA
201504,2015-04-02,DKI4 (Lubang Buaya),65,13,36,79,13,79,O3,SEDANG
201504,2015-04-03,DKI4 (Lubang Buaya),50,14,39,45,12,50,PM10,BAIK
201504,2015-04-04,DKI4 (Lubang Buaya),75,18,40,85,10,85,O3,SEDANG
201504,2015-04-05,DKI4 (Lubang Buaya),75,19,44,59,9,75,PM10,SEDANG
201504,2015-04-06,DKI4 (Lubang Buaya),71,17,30,57,14,71,PM10,SEDANG
201504,2015-04-07,DKI4 (Lubang Buaya),57,17,12,24,6,57,PM10,SEDANG
201504,2015-04-08,DKI4 (Lubang Buaya),65,15,26,66,7,66,O3,SEDANG
201504,2015-04-09,DKI4 (Lubang Buaya),64,14,38,61,11,64,PM10,SEDANG
201504,2015-04-10,DKI4 (Lubang Buaya),87,15,58,79,15,87,PM10,SEDANG
201504,2015-04-11,DKI4 (Lubang Buaya),59,17,19,60,9,60,O3,SEDANG
201504,2015-04-12,DKI4 (Lubang Buaya),62,22,26,70,10,70,O3,SEDANG
201504,2015-04-13,DKI4 (Lubang Buaya),62,16,27,61,11,62,PM10,SEDANG
201504,2015-04-14,DKI4 (Lubang Buaya),74,22,18,61,11,74,PM10,SEDANG
201504,2015-04-15,DKI4 (Lubang Buaya),60,17,24,62,15,62,O3,SEDANG
201504,2015-04-16,DKI4 (Lubang Buaya),63,18,19,76,12,76,O3,SEDANG
201504,2015-04-17,DKI4 (Lubang Buaya),61,18,21,36,11,61,PM10,SEDANG
201504,2015-04-18,DKI4 (Lubang Buaya),84,15,45,55,11,84,PM10,SEDANG
201504,2015-04-19,DKI4 (Lubang Buaya),83,16,32,92,13,92,O3,SEDANG
201504,2015-04-20,DKI4 (Lubang Buaya),61,22,42,70,14,70,O3,SEDANG
201504,2015-04-21,DKI4 (Lubang Buaya),74,16,26,81,14,81,O3,SEDANG
201504,2015-04-22,DKI4 (Lubang Buaya),71,17,28,84,16,84,O3,SEDANG
201504,2015-04-23,DKI4 (Lubang Buaya),40,16,12,27,7,40,PM10,BAIK
201504,2015-04-24,DKI4 (Lubang Buaya),26,15,9,19,4,26,PM10,BAIK
201504,2015-04-25,DKI4 (Lubang Buaya),28,15,9,28,5,28,PM10,BAIK
201504,2015-04-26,DKI4 (Lubang Buaya),36,15,21,42,9,42,O3,BAIK
201504,2015-04-27,DKI4 (Lubang Buaya),46,15,34,67,9,67,O3,SEDANG
201504,2015-04-28,DKI4 (Lubang Buaya),46,15,18,38,6,46,PM10,BAIK
201504,2015-04-29,DKI4 (Lubang Buaya),50,-,-,-,-,50,PM10,BAIK
201504,2015-04-30,DKI4 (Lubang Buaya),37,-,-,-,-,37,PM10,BAIK
201504,2015-04-01,DKI5 (Kebon Jeruk),36,4,19,-,9,36,PM10,BAIK
201504,2015-04-02,DKI5 (Kebon Jeruk),50,4,18,58,10,58,O3,SEDANG
201504,2015-04-03,DKI5 (Kebon Jeruk),36,4,32,47,11,47,O3,BAIK
201504,2015-04-04,DKI5 (Kebon Jeruk),56,4,26,96,11,96,O3,SEDANG
201504,2015-04-05,DKI5 (Kebon Jeruk),58,4,36,77,13,77,O3,SEDANG
201504,2015-04-06,DKI5 (Kebon Jeruk),53,4,31,61,15,61,O3,SEDANG
201504,2015-04-07,DKI5 (Kebon Jeruk),22,4,14,-,9,22,PM10,BAIK
201504,2015-04-08,DKI5 (Kebon Jeruk),46,4,33,56,10,56,O3,SEDANG
201504,2015-04-09,DKI5 (Kebon Jeruk),53,4,29,59,12,59,O3,SEDANG
201504,2015-04-10,DKI5 (Kebon Jeruk),60,4,48,-,16,60,PM10,SEDANG
201504,2015-04-11,DKI5 (Kebon Jeruk),35,4,16,-,10,35,PM10,BAIK
201504,2015-04-12,DKI5 (Kebon Jeruk),32,4,35,-,11,35,CO,BAIK
201504,2015-04-13,DKI5 (Kebon Jeruk),32,4,28,-,11,32,PM10,BAIK
201504,2015-04-14,DKI5 (Kebon Jeruk),64,4,31,-,16,64,PM10,SEDANG
201504,2015-04-15,DKI5 (Kebon Jeruk),54,4,21,54,15,54,PM10,SEDANG
201504,2015-04-16,DKI5 (Kebon Jeruk),62,4,24,-,15,62,PM10,SEDANG
201504,2015-04-17,DKI5 (Kebon Jeruk),56,4,20,34,16,56,PM10,SEDANG
201504,2015-04-18,DKI5 (Kebon Jeruk),56,4,25,-,11,56,PM10,SEDANG
201504,2015-04-19,DKI5 (Kebon Jeruk),57,4,20,-,11,57,PM10,SEDANG
201504,2015-04-20,DKI5 (Kebon Jeruk),53,4,18,72,11,72,O3,SEDANG
201504,2015-04-21,DKI5 (Kebon Jeruk),61,4,45,-,14,61,PM10,SEDANG
201504,2015-04-22,DKI5 (Kebon Jeruk),55,5,21,-,13,55,PM10,SEDANG
201504,2015-04-23,DKI5 (Kebon Jeruk),20,5,7,27,4,27,O3,BAIK
201504,2015-04-24,DKI5 (Kebon Jeruk),21,5,6,13,3,21,PM10,BAIK
201504,2015-04-25,DKI5 (Kebon Jeruk),18,4,7,20,7,20,O3,BAIK
201504,2015-04-26,DKI5 (Kebon Jeruk),21,5,11,25,11,25,O3,BAIK
201504,2015-04-27,DKI5 (Kebon Jeruk),23,5,9,15,4,23,PM10,BAIK
